01-ai/yi-34b,01-ai/yi-6b,01-ai/yi-large-preview,allenai/olmo-1.7-7b,allenai/olmo-7b,databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,deepseek-ai/deepseek-v3,google/gemma-2-27b,google/gemma-2-9b,google/gemma-7b,meta/llama-2-13b,meta/llama-2-70b,meta/llama-2-7b,meta/llama-3-70b,meta/llama-3-8b,meta/llama-3.1-405b-instruct-turbo,meta/llama-3.1-70b-instruct-turbo,meta/llama-3.1-8b-instruct-turbo,meta/llama-3.2-11b-vision-instruct-turbo,meta/llama-3.2-90b-vision-instruct-turbo,meta/llama-3.3-70b-instruct-turbo,microsoft/phi-2,microsoft/phi-3-medium-4k-instruct,microsoft/phi-3-small-8k-instruct,mistralai/mistral-7b-instruct-v0.3,mistralai/mistral-7b-v0.1,mistralai/mixtral-8x22b,mistralai/mixtral-8x7b-32kseqlen,mistralai/open-mistral-nemo-2407,qwen/qwen1.5-110b-chat,qwen/qwen1.5-14b,qwen/qwen1.5-32b,qwen/qwen1.5-72b,qwen/qwen1.5-7b,qwen/qwen2-72b-instruct,qwen/qwen2.5-72b-instruct-turbo,qwen/qwen2.5-7b-instruct-turbo,snowflake/snowflake-arctic-instruct
0.8045510581206716,0.6714582499618421,0.8379224732501358,0.557213070255178,0.30154489087333614,0.7824389592811082,0.7707002885495535,0.8915575798511199,0.8057927329212463,0.7594793664473279,0.7071007811245651,0.5943534146640974,0.7377188588354758,0.48326272732648456,0.8380624809107758,0.7086173580569155,0.8789172276431247,0.8469815179258918,0.5963170292718504,0.6082938318807798,0.8474059270648877,0.8345053187411178,0.6174096442763828,0.8146741301996541,0.7946008432755411,0.6417577631403469,0.6056550600781714,0.8184244522001518,0.7641743493605683,0.697025619904958,0.7978664821255128,0.725208730607801,0.7832721598913603,0.8158597882536726,0.6578792031883139,0.8615192035847143,0.8646061788283933,0.7533074146049453,0.7175033369098328
0.7391496693512717,0.5892544483773726,0.795382193656732,0.48952360490756713,0.2984461887818331,0.7021334866893177,0.6935354915744786,0.8653530984320139,0.7090013833147105,0.6714877394242895,0.613695629990937,0.5194585986751826,0.6571291201446472,0.4136065095234074,0.7650180895943247,0.6191977707369642,0.8481864504332486,0.8016312115278648,0.5255295942023707,0.5252393839083221,0.8038007918444524,0.7789511931868228,0.5277743745027196,0.7526160705040066,0.7477380128425447,0.5507653204787403,0.5197633511315299,0.7630832162276691,0.6700787504174012,0.5946151995507706,0.7631981467089828,0.6446565693012423,0.7202236967909169,0.7582804841117253,0.5780960732809006,0.8312564968289162,0.8272988653670336,0.693478548844335,0.6133295962655514
0.7642748148440291,0.6489536935791879,0.7774190057662861,0.5400188222259975,0.28146301678445534,0.7426816862409484,0.7102672339131517,0.875863448835463,0.7511575593898993,0.723556763940261,0.6760239071264329,0.5560215696368263,0.6844253987184854,0.47299165017339373,0.7810475015525393,0.6673389714400616,0.8406581687188844,0.7922518277476671,0.5401370713697996,0.5444558730811321,0.7914966273354618,0.7827358699107827,0.6065588018798638,0.7743042943944808,0.751724911147179,0.5975805115444377,0.5733294035180942,0.7707855846135373,0.7088849127547322,0.6438876300012447,0.7576894066585336,0.6896816993454354,0.7418063781413698,0.7731957654771439,0.6327728130421995,0.8189192604499814,0.8295999088418057,0.7304550547162121,0.6786607878853087
0.7777738303097064,0.6512939507475349,0.8274456844465458,0.556579353807241,0.29868441402729207,0.7490541642099608,0.7475034531369616,0.8943397145706175,0.7685136679021334,0.7335592070731782,0.6753102802887958,0.5737271613049774,0.7144719623835812,0.47620698989476445,0.8102180423718616,0.6708903286693064,0.8677692870125782,0.8285911817159792,0.5778973375774902,0.5802048214796576,0.8298190143983634,0.8155471087039874,0.5926543941940462,0.7927335370394059,0.781986263690223,0.614127513806946,0.5761177281454632,0.7922447702438585,0.7279795829420466,0.6683448103610977,0.8022722527692885,0.6874135056120639,0.7662741011982961,0.7990537250808715,0.63397005039102,0.8515369464396326,0.8539350114856227,0.7395743790431197,0.689700119573358
0.7489093119549212,0.6206608249947105,0.7814694538699042,0.5177661059397356,0.29104008273838117,0.7177826282226832,0.7096965755083604,0.8743035988852441,0.7306222833704779,0.6971473174679825,0.6316593007410283,0.5400693512674807,0.661219709562611,0.443034115187582,0.7776407730612191,0.6442721105275281,0.8460473266506525,0.790654972969128,0.552142370194285,0.5645303065253938,0.7938513106223161,0.7780604292873128,0.556840391630673,0.7668618858800954,0.7482131132614147,0.5809657973102667,0.5399914021021788,0.7603106375318136,0.6933195764534388,0.6190710172587799,0.7689653947224826,0.667190274097494,0.7351269803417798,0.7653179846314984,0.6054403042575618,0.8210864454146638,0.8363707986127313,0.7129042651299657,0.6457069526141983
0.7861594353425979,0.673747122591949,0.8154839034016914,0.5693672842164246,0.2736076403724694,0.7726171534073794,0.7648630285327337,0.8782640457821163,0.7926433399083311,0.7503887748688569,0.7009654065553411,0.5949974631267875,0.7307973282738721,0.4947851459006867,0.8182138512520086,0.7014100240784558,0.8556991322605842,0.8244526840140516,0.5811106014658748,0.5859436024094282,0.8249626613981416,0.8169319904028164,0.6071416442203943,0.8012712353904303,0.7834481333056754,0.6405799456796815,0.6110382674049225,0.8010519951522959,0.7552775864718784,0.6917218965291533,0.7911350872140879,0.7081924576120638,0.7675881448886825,0.7988745999158462,0.64925173917077,0.8445885115854018,0.8467280180048874,0.7435199777015221,0.7225669981575169
0.7723301166243522,0.6516609216469755,0.8055804782117649,0.5345325241317603,0.2930932120944324,0.7531117881675118,0.7351062665304736,0.8743469049937901,0.7717949949160487,0.7198673154341547,0.6622598469057338,0.5624439572650326,0.7016415911237809,0.46281550556688467,0.7996992037421679,0.6693211328707578,0.855692742873551,0.8121171203513705,0.562953698694133,0.5747748767829668,0.8157469429460482,0.8050772480672056,0.5799454190620278,0.7759120941617241,0.7672655208699808,0.5991690298386675,0.577987527936841,0.7864253606729021,0.7237687166193478,0.663043467616462,0.7815526138269006,0.6760558254723886,0.7529403886342874,0.7824197311172074,0.6194489423335788,0.8283896453876086,0.8384665483009955,0.7219400452358185,0.681983503667872
0.7584900800749657,0.6450714937207441,0.7894729166674455,0.5464347504942892,0.28623436351889375,0.7438505779531424,0.7294649881456794,0.8716221689371724,0.7676020711359833,0.7329505740434875,0.6801411205274769,0.5717311322984723,0.7045981217501418,0.47916502324647253,0.7929869526399635,0.6753303049425435,0.8387867099286801,0.7894433166942455,0.5472442648699519,0.5428061636734243,0.7912304798641955,0.787686246311134,0.5895713230542831,0.7718607173615106,0.7535588565232682,0.6149827088687796,0.5811261003494773,0.7759570891190929,0.7280478062310245,0.6637727460259083,0.7702958103102979,0.694467453743294,0.7511584207672528,0.7724861063656556,0.6260077429972569,0.8142694494935184,0.830591134151225,0.7281701401361464,0.6865066583484256
0.7810329525216976,0.6533173562098845,0.8210427144360007,0.5388538039754437,0.2881033788297768,0.7596069162787734,0.7391069905117704,0.8915464240250061,0.7770186008154555,0.7344175118312793,0.6693543649077792,0.5694322047917613,0.7090602937740611,0.46865711353787826,0.8085349293875059,0.6825243927651627,0.8668960409190742,0.8265421688615513,0.5409953482709184,0.5463666028122296,0.8259884574200076,0.813184105414569,0.5839271640542959,0.7974474125746666,0.785228739904919,0.6189363115491565,0.5812453294393324,0.7960691675402612,0.7328707342467802,0.6691196359910019,0.786599048502448,0.7119875204898407,0.7670110981888126,0.793242398015161,0.6324434449121181,0.8459148046993076,0.8494105085331926,0.7416153698951725,0.6984250085006014
0.7577840612176849,0.6352138713973242,0.7919645958106402,0.5227747525562321,0.2929201412633471,0.7382706276388898,0.7184069024643776,0.8799860570626433,0.75045204657722,0.7091845291298924,0.6564327592622647,0.5359784912227846,0.6851150059583124,0.43925075643888184,0.792904740289019,0.6564509404040982,0.8534194650003102,0.8022132361286239,0.538885187381879,0.548706519664798,0.8052252102361499,0.7870408180816978,0.5716824125741288,0.7701455040887236,0.7511405710352984,0.5876302315941456,0.5563337955933217,0.7703229854432064,0.7092838561405832,0.6432269563146046,0.7721452936833682,0.683788028619676,0.7444386919698286,0.775419855595431,0.613524471744902,0.8299031163690884,0.8407890559429639,0.7282062889675072,0.6578715748157293
