estimand,model_id,model_family,score,rank
CANONICAL_ITEM_WEIGHTED,01-ai/yi-34b,yi,0.7615724255804016,14.0
CANONICAL_ITEM_WEIGHTED,01-ai/yi-6b,yi,0.6293975217205526,29.0
CANONICAL_ITEM_WEIGHTED,01-ai/yi-large-preview,yi,0.8001709158239567,7.0
CANONICAL_ITEM_WEIGHTED,allenai/olmo-1.7-7b,olmo,0.5286996154393961,37.0
CANONICAL_ITEM_WEIGHTED,allenai/olmo-7b,olmo,0.2874234439538527,39.0
CANONICAL_ITEM_WEIGHTED,databricks/dbrx-instruct,dbrx,0.7337273892607891,18.0
CANONICAL_ITEM_WEIGHTED,deepseek-ai/deepseek-llm-67b-chat,deepseek,0.7273892607890614,19.0
CANONICAL_ITEM_WEIGHTED,deepseek-ai/deepseek-v3,deepseek,0.8676114513602051,1.0
CANONICAL_ITEM_WEIGHTED,google/gemma-2-27b,gemma,0.7481840193704601,16.0
CANONICAL_ITEM_WEIGHTED,google/gemma-2-9b,gemma,0.7042444096282581,22.0
CANONICAL_ITEM_WEIGHTED,google/gemma-7b,gemma,0.6518302236148696,27.0
CANONICAL_ITEM_WEIGHTED,meta/llama-2-13b,llama,0.5536248397664151,34.0
CANONICAL_ITEM_WEIGHTED,meta/llama-2-70b,llama,0.6906423586383706,23.0
CANONICAL_ITEM_WEIGHTED,meta/llama-2-7b,llama,0.45349665289844754,38.0
CANONICAL_ITEM_WEIGHTED,meta/llama-3-70b,llama,0.7867825096140151,9.0
CANONICAL_ITEM_WEIGHTED,meta/llama-3-8b,llama,0.6537530266343826,26.0
CANONICAL_ITEM_WEIGHTED,meta/llama-3.1-405b-instruct-turbo,llama,0.8490243555049138,2.0
CANONICAL_ITEM_WEIGHTED,meta/llama-3.1-70b-instruct-turbo,llama,0.8091439965816836,6.0
CANONICAL_ITEM_WEIGHTED,meta/llama-3.1-8b-instruct-turbo,llama,0.5422304515026349,36.0
CANONICAL_ITEM_WEIGHTED,meta/llama-3.2-11b-vision-instruct-turbo,llama,0.5447229739353369,35.0
CANONICAL_ITEM_WEIGHTED,meta/llama-3.2-90b-vision-instruct-turbo,llama,0.8109243697478992,5.0
CANONICAL_ITEM_WEIGHTED,meta/llama-3.3-70b-instruct-turbo,llama,0.7949010112519584,8.0
CANONICAL_ITEM_WEIGHTED,microsoft/phi-2,phi,0.5657313772966814,32.0
CANONICAL_ITEM_WEIGHTED,microsoft/phi-3-medium-4k-instruct,phi,0.7738213929639652,12.0
CANONICAL_ITEM_WEIGHTED,microsoft/phi-3-small-8k-instruct,phi,0.7614299957271043,15.0
CANONICAL_ITEM_WEIGHTED,mistralai/mistral-7b-instruct-v0.3,mistral,0.5893035180173765,31.0
CANONICAL_ITEM_WEIGHTED,mistralai/mistral-7b-v0.1,mistral,0.5590371741917106,33.0
CANONICAL_ITEM_WEIGHTED,mistralai/mixtral-8x22b,mistral,0.7734653183307221,13.0
CANONICAL_ITEM_WEIGHTED,mistralai/mixtral-8x7b-32kseqlen,mistral,0.7069505768409059,21.0
CANONICAL_ITEM_WEIGHTED,mistralai/open-mistral-nemo-2407,mistral,0.6464178891895741,28.0
CANONICAL_ITEM_WEIGHTED,qwen/qwen1.5-110b-chat,qwen,0.7744623273038028,10.0
CANONICAL_ITEM_WEIGHTED,qwen/qwen1.5-14b,qwen,0.669847600056972,24.0
CANONICAL_ITEM_WEIGHTED,qwen/qwen1.5-32b,qwen,0.7394245833926791,17.0
CANONICAL_ITEM_WEIGHTED,qwen/qwen1.5-72b,qwen,0.774248682523857,11.0
CANONICAL_ITEM_WEIGHTED,qwen/qwen1.5-7b,qwen,0.6118074348383421,30.0
CANONICAL_ITEM_WEIGHTED,qwen/qwen2-72b-instruct,qwen,0.8274462327303803,4.0
CANONICAL_ITEM_WEIGHTED,qwen/qwen2.5-72b-instruct-turbo,qwen,0.8330722119356218,3.0
CANONICAL_ITEM_WEIGHTED,qwen/qwen2.5-7b-instruct-turbo,qwen,0.7142144993590657,20.0
CANONICAL_ITEM_WEIGHTED,snowflake/snowflake-arctic-instruct,arctic,0.6636519014385415,25.0
BALANCED_SUBJECT_WEIGHTED,01-ai/yi-34b,yi,0.7623282062667585,14.0
BALANCED_SUBJECT_WEIGHTED,01-ai/yi-6b,yi,0.6400594608704304,29.0
BALANCED_SUBJECT_WEIGHTED,01-ai/yi-large-preview,yi,0.7932309410233613,8.0
BALANCED_SUBJECT_WEIGHTED,allenai/olmo-1.7-7b,olmo,0.5376719988127453,37.0
BALANCED_SUBJECT_WEIGHTED,allenai/olmo-7b,olmo,0.2946516964096742,39.0
BALANCED_SUBJECT_WEIGHTED,databricks/dbrx-instruct,dbrx,0.7410120567563482,18.0
BALANCED_SUBJECT_WEIGHTED,deepseek-ai/deepseek-llm-67b-chat,deepseek,0.725042055452075,20.0
BALANCED_SUBJECT_WEIGHTED,deepseek-ai/deepseek-v3,deepseek,0.8720324162906944,1.0
BALANCED_SUBJECT_WEIGHTED,google/gemma-2-27b,gemma,0.7570433943977638,15.0
BALANCED_SUBJECT_WEIGHTED,google/gemma-2-9b,gemma,0.7213434388300994,21.0
BALANCED_SUBJECT_WEIGHTED,google/gemma-7b,gemma,0.6611956672419421,27.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-2-13b,llama,0.5541548609350062,36.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-2-70b,llama,0.6954627064646919,23.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-2-7b,llama,0.4581089294358622,38.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-3-70b,llama,0.7933654187607483,7.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-3-8b,llama,0.6676368046780581,26.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-3.1-405b-instruct-turbo,llama,0.8453174958174847,2.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-3.1-70b-instruct-turbo,llama,0.8010355128348475,6.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-3.1-8b-instruct-turbo,llama,0.5606310290011183,35.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-3.2-11b-vision-instruct-turbo,llama,0.5650818312394074,34.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-3.2-90b-vision-instruct-turbo,llama,0.8026595003973722,5.0
BALANCED_SUBJECT_WEIGHTED,meta/llama-3.3-70b-instruct-turbo,llama,0.790602761302675,9.0
BALANCED_SUBJECT_WEIGHTED,microsoft/phi-2,phi,0.5842493973299887,32.0
BALANCED_SUBJECT_WEIGHTED,microsoft/phi-3-medium-4k-instruct,phi,0.774517567943956,11.0
BALANCED_SUBJECT_WEIGHTED,microsoft/phi-3-small-8k-instruct,phi,0.7567775597029733,16.0
BALANCED_SUBJECT_WEIGHTED,mistralai/mistral-7b-instruct-v0.3,mistral,0.5991250371958482,31.0
BALANCED_SUBJECT_WEIGHTED,mistralai/mistral-7b-v0.1,mistral,0.5657513230766065,33.0
BALANCED_SUBJECT_WEIGHTED,mistralai/mixtral-8x22b,mistral,0.7781994679340385,10.0
BALANCED_SUBJECT_WEIGHTED,mistralai/mixtral-8x7b-32kseqlen,mistral,0.7172533474856093,22.0
BALANCED_SUBJECT_WEIGHTED,mistralai/open-mistral-nemo-2407,mistral,0.6532946316803779,28.0
BALANCED_SUBJECT_WEIGHTED,qwen/qwen1.5-110b-chat,qwen,0.767842526875325,13.0
BALANCED_SUBJECT_WEIGHTED,qwen/qwen1.5-14b,qwen,0.6864380513233806,24.0
BALANCED_SUBJECT_WEIGHTED,qwen/qwen1.5-32b,qwen,0.7443285147738198,17.0
BALANCED_SUBJECT_WEIGHTED,qwen/qwen1.5-72b,qwen,0.7739168514623904,12.0
BALANCED_SUBJECT_WEIGHTED,qwen/qwen1.5-7b,qwen,0.6257777441280399,30.0
BALANCED_SUBJECT_WEIGHTED,qwen/qwen2-72b-instruct,qwen,0.8235031827495974,4.0
BALANCED_SUBJECT_WEIGHTED,qwen/qwen2.5-72b-instruct-turbo,qwen,0.8337220858502318,3.0
BALANCED_SUBJECT_WEIGHTED,qwen/qwen2.5-7b-instruct-turbo,qwen,0.7287077954964658,19.0
BALANCED_SUBJECT_WEIGHTED,snowflake/snowflake-arctic-instruct,arctic,0.676569761285256,25.0
TRIMMED_SUBJECT_WEIGHTED,01-ai/yi-34b,yi,0.7762522102064815,14.0
TRIMMED_SUBJECT_WEIGHTED,01-ai/yi-6b,yi,0.6475450949984144,29.0
TRIMMED_SUBJECT_WEIGHTED,01-ai/yi-large-preview,yi,0.8085593986832295,7.0
TRIMMED_SUBJECT_WEIGHTED,allenai/olmo-1.7-7b,olmo,0.5411242103681911,37.0
TRIMMED_SUBJECT_WEIGHTED,allenai/olmo-7b,olmo,0.29463752611920735,39.0
TRIMMED_SUBJECT_WEIGHTED,databricks/dbrx-instruct,dbrx,0.751102904432379,18.0
TRIMMED_SUBJECT_WEIGHTED,deepseek-ai/deepseek-llm-67b-chat,deepseek,0.7388368443802045,19.0
TRIMMED_SUBJECT_WEIGHTED,deepseek-ai/deepseek-v3,deepseek,0.8810974721484355,1.0
TRIMMED_SUBJECT_WEIGHTED,google/gemma-2-27b,gemma,0.7683295218254854,16.0
TRIMMED_SUBJECT_WEIGHTED,google/gemma-2-9b,gemma,0.7283139770466619,21.0
TRIMMED_SUBJECT_WEIGHTED,google/gemma-7b,gemma,0.6701897137231917,27.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-2-13b,llama,0.5635083227659562,36.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-2-70b,llama,0.7062622960893234,23.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-2-7b,llama,0.46350767272138743,38.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-3-70b,llama,0.8038501176972411,9.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-3-8b,llama,0.6727441471664474,26.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-3.1-405b-instruct-turbo,llama,0.8574851619973218,2.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-3.1-70b-instruct-turbo,llama,0.8151899644296977,6.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-3.1-8b-instruct-turbo,llama,0.5650563835169974,35.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-3.2-11b-vision-instruct-turbo,llama,0.5700736896383268,34.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-3.2-90b-vision-instruct-turbo,llama,0.8168732074147472,5.0
TRIMMED_SUBJECT_WEIGHTED,meta/llama-3.3-70b-instruct-turbo,llama,0.8049906780192111,8.0
TRIMMED_SUBJECT_WEIGHTED,microsoft/phi-2,phi,0.5867163933500507,32.0
TRIMMED_SUBJECT_WEIGHTED,microsoft/phi-3-medium-4k-instruct,phi,0.786812067868061,12.0
TRIMMED_SUBJECT_WEIGHTED,microsoft/phi-3-small-8k-instruct,phi,0.7721263782214528,15.0
TRIMMED_SUBJECT_WEIGHTED,mistralai/mistral-7b-instruct-v0.3,mistral,0.606857426261097,31.0
TRIMMED_SUBJECT_WEIGHTED,mistralai/mistral-7b-v0.1,mistral,0.5734644958030257,33.0
TRIMMED_SUBJECT_WEIGHTED,mistralai/mixtral-8x22b,mistral,0.7879218416049533,10.0
TRIMMED_SUBJECT_WEIGHTED,mistralai/mixtral-8x7b-32kseqlen,mistral,0.7254426277322039,22.0
TRIMMED_SUBJECT_WEIGHTED,mistralai/open-mistral-nemo-2407,mistral,0.6630927352564666,28.0
TRIMMED_SUBJECT_WEIGHTED,qwen/qwen1.5-110b-chat,qwen,0.7805911106849471,13.0
TRIMMED_SUBJECT_WEIGHTED,qwen/qwen1.5-14b,qwen,0.6925715875041355,24.0
TRIMMED_SUBJECT_WEIGHTED,qwen/qwen1.5-32b,qwen,0.7569417941216126,17.0
TRIMMED_SUBJECT_WEIGHTED,qwen/qwen1.5-72b,qwen,0.7873998673173884,11.0
TRIMMED_SUBJECT_WEIGHTED,qwen/qwen1.5-7b,qwen,0.6302803874332232,30.0
TRIMMED_SUBJECT_WEIGHTED,qwen/qwen2-72b-instruct,qwen,0.837819906010433,4.0
TRIMMED_SUBJECT_WEIGHTED,qwen/qwen2.5-72b-instruct-turbo,qwen,0.8448854447160256,3.0
