model_a,model_b,mean_difference,confidence_lower_marginal,confidence_upper_marginal,p_value_two_sided,hypothesis_family_id,multiplicity_scope,prespecified_single_comparison,adjusted_p_bh,reject_bh,adjusted_p_holm,reject_holm,primary_control,sensitivity_control
01-ai/yi-34b,01-ai/yi-6b,0.12823319164920888,0.11227701602071335,0.14454790395468092,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,01-ai/yi-large-preview,-0.032122850223958575,-0.04974306228826289,-0.017226906652637815,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,allenai/olmo-1.7-7b,0.23447333840897563,0.21513740520683713,0.2538438393814568,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,allenai/olmo-7b,0.480191536834805,0.44021490373589556,0.5239389047572212,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,databricks/dbrx-instruct,0.02477341891771848,0.011588999999543643,0.03761144632083816,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,deepseek-ai/deepseek-llm-67b-chat,0.03741276451385089,0.025575801448801668,0.04929911973468194,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,deepseek-ai/deepseek-v3,-0.10434596549179044,-0.13103434428551616,-0.08189543149919035,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,google/gemma-2-27b,0.008322195819666851,-0.009614031413734668,0.02790973619560137,0.4351297405189621,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.44658052316419794,False,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,google/gemma-2-9b,0.04805003928054063,0.02949154522378346,0.07030914615955784,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,google/gemma-7b,0.1055880947831919,0.08997206976560963,0.12100242900337867,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,meta/llama-2-13b,0.2122128349555744,0.1941587139014574,0.23132955361197258,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,meta/llama-2-70b,0.06940581887497693,0.052128267487063285,0.08604700916778124,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,meta/llama-2-7b,0.31200142444549334,0.28961661003641626,0.33546111830531933,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,meta/llama-3-70b,-0.027589131927905665,-0.038770993826962516,-0.01665106265841563,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,meta/llama-3-8b,0.10285315601548364,0.0861701079063111,0.11999141338648324,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
01-ai/yi-34b,meta/llama-3.1-405b-instruct-turbo,-0.08101003558815911,-0.10446270894034804,-0.06134159455269491,0.003992015968063872,ALL_MODEL_PAIRS,ALL_PAIRS_LEADERBOARD,False,0.004529990554877992,True,1.0,False,FDR_CONTROLLED_PAIRWISE_BH,FWER_CONTROLLED_PAIRWISE_HOLM
