01-ai/yi-34b,01-ai/yi-6b,01-ai/yi-large-preview,allenai/olmo-1.7-7b,allenai/olmo-7b,databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,deepseek-ai/deepseek-v3,google/gemma-2-27b,google/gemma-2-9b,google/gemma-7b,meta/llama-2-13b,meta/llama-2-70b,meta/llama-2-7b,meta/llama-3-70b,meta/llama-3-8b,meta/llama-3.1-405b-instruct-turbo,meta/llama-3.1-70b-instruct-turbo,meta/llama-3.1-8b-instruct-turbo,meta/llama-3.2-11b-vision-instruct-turbo,meta/llama-3.2-90b-vision-instruct-turbo,meta/llama-3.3-70b-instruct-turbo,microsoft/phi-2,microsoft/phi-3-medium-4k-instruct,microsoft/phi-3-small-8k-instruct,mistralai/mistral-7b-instruct-v0.3,mistralai/mistral-7b-v0.1,mistralai/mixtral-8x22b,mistralai/mixtral-8x7b-32kseqlen,mistralai/open-mistral-nemo-2407,qwen/qwen1.5-110b-chat,qwen/qwen1.5-14b,qwen/qwen1.5-32b,qwen/qwen1.5-72b,qwen/qwen1.5-7b,qwen/qwen2-72b-instruct,qwen/qwen2.5-72b-instruct-turbo,qwen/qwen2.5-7b-instruct-turbo,snowflake/snowflake-arctic-instruct
0.7503212951847281,0.6337701142714743,0.7841271593515703,0.528257796015248,0.29052619980631955,0.7353749879236786,0.7183981255090705,0.8646526602952465,0.7488989530567168,0.710523032770624,0.6575085354648988,0.5488403040771767,0.6895080896128887,0.46432848765897744,0.7880461044534547,0.67106063243043,0.8390142515077439,0.7990245617840666,0.5272693067646622,0.5332322931207051,0.7992180028693887,0.7815534311436361,0.5757098117518362,0.7722157381064751,0.7545989906305187,0.5943727427785341,0.5622868495238916,0.7719836826819697,0.7175956682029588,0.6652129523834389,0.7632892923786779,0.6716317608677195,0.7329825104200416,0.7677279990768245,0.6165233365466977,0.8163128434082809,0.829345679256689,0.7211518372743501,0.6695690572212221
0.7503210427528242,0.6187780662398786,0.790187548829647,0.5248430595938165,0.2966154828333421,0.7290068210159663,0.7144182434899722,0.8633897472272746,0.7353668983298856,0.6971957686476952,0.6427720038121155,0.5427310356243489,0.6934541269460864,0.43549408223897845,0.7836960667955252,0.6547337818561829,0.8397175928908598,0.8027606780505666,0.5397148347370898,0.5452785993958513,0.8069387037287264,0.787857188757692,0.5537071657075507,0.7649178029131126,0.7451435618627985,0.5850181620417662,0.5446605066547692,0.7711834084818748,0.706570798462966,0.6501497305153408,0.7564673606227006,0.6616846685430443,0.7240745328178825,0.7699559208535457,0.6129224652380889,0.815477132465434,0.8315353145336083,0.71204021083068,0.6601492997117181
0.7613328702051122,0.6340406550686842,0.7930165125379519,0.5323777274109961,0.30417423224280266,0.7291357653096596,0.7090460632630365,0.8750092415389308,0.7487567739015394,0.7126417116679788,0.6550189474744234,0.5564394777964046,0.6872197069644528,0.4499502506777338,0.7798691357744609,0.662081721016382,0.845556211576865,0.7999557481132704,0.5620278590586836,0.5596871264676188,0.799808721064556,0.7950256157064357,0.5793275165588095,0.7685873672865372,0.7613184876326664,0.5836662721802515,0.5584592278874989,0.7740751582209597,0.7149327254195301,0.639972362430647,0.7583961887452153,0.6825132743293968,0.7431873048365312,0.769595823248758,0.6225218766422227,0.8240752446161119,0.8324966175072065,0.7219230369186869,0.6645382566221283
0.7511456137164978,0.6289049644523005,0.7798414682784053,0.5393398008440001,0.28863731995547665,0.7266273669468615,0.7157121534224418,0.8442463076183931,0.7491126213442445,0.7015859439854705,0.6610565909785925,0.5561856340507194,0.6875913360798408,0.4516839280031879,0.7791372704572134,0.6678062363471128,0.8209377007566631,0.7921735046501269,0.5662578092591223,0.5804905007048534,0.7944804583956845,0.7775137140855501,0.5827110014910223,0.7556758069790713,0.741242468839424,0.5911643607045753,0.5602944235045553,0.7693799381994081,0.7046717459228647,0.6548374994782884,0.7577518228340461,0.6673298246127006,0.7294046499897546,0.7587865475612656,0.6182741958949547,0.8068794822621058,0.8143502797856256,0.7084188293312278,0.6697792153139164
0.753678685059079,0.6477066217777759,0.7895940392032993,0.5295209582267758,0.291316141908135,0.7362552039005091,0.7138013210015413,0.885258025362586,0.7548774221178454,0.7259416203481006,0.659931288828743,0.5573947809638746,0.6848628142466904,0.4609760116534347,0.7819980985009869,0.6702022125217614,0.8465638516806832,0.7971007591849489,0.5517110490841665,0.5605805728699854,0.7957140658230607,0.7823888099496886,0.5925871896122876,0.7833545304097924,0.7587386788446998,0.6016432163621407,0.5701644349163666,0.7746339733874886,0.7120480079828643,0.6493546572751365,0.7638143869305234,0.6914962529495471,0.7423865531782631,0.7722531047625241,0.6365848837520541,0.8293415309789897,0.8374200537832427,0.7289679161247604,0.6767104566595834
0.7360590905876496,0.6164835913092034,0.765931554323479,0.5340628036592774,0.30404372669375296,0.7228908265016248,0.7039333588663269,0.8563418291181402,0.7321401529277205,0.7012911022844873,0.6482596036635022,0.5405076762464736,0.6773424457445121,0.45386313583223875,0.777334921244238,0.6608919434811882,0.8293395844067569,0.7826873937915914,0.5477821208740747,0.5461093866051726,0.784223923006282,0.7716583505178325,0.5707731949490997,0.7643372604528832,0.7380971922846221,0.5814053816800707,0.5471254094547344,0.7651147943623885,0.7020414555736222,0.6416061869478057,0.7485982360851279,0.6654064458265884,0.7270721223456896,0.758874165170472,0.6110854723982169,0.8057032513821271,0.8196051709986372,0.7098851817199969,0.6646350668719238
0.7503852094417867,0.6242708116065694,0.7783679216675293,0.5224192877179631,0.2793991195269964,0.7278392320932157,0.7095151971114506,0.8684129255286188,0.734392176236433,0.7005316862734576,0.6455204203436226,0.5425635834661229,0.6796168617055411,0.4479432440116736,0.7884801915561762,0.6400318959836174,0.8427715269532744,0.7977220444591532,0.5614690197674016,0.5615596033988688,0.7979533072560292,0.7782047663053141,0.5681117638831282,0.7660894366752493,0.739884418442109,0.5859554737092382,0.5494994789031484,0.764349699510894,0.7038701903929225,0.645448885016736,0.7656527684396529,0.6756378506425827,0.7319500283867725,0.7623655019229439,0.613317774066155,0.8133462902177917,0.8259466540981464,0.7180578159843324,0.6537357543931552
0.7815542288510934,0.6656039513329515,0.8097868527390737,0.560447732700092,0.29273660761626635,0.7542986533780754,0.7436933702549291,0.8691296320878888,0.773857657075568,0.7387464389730005,0.6857725049065643,0.5755350790688559,0.7190632473103735,0.48858197413069204,0.8034145755674211,0.6926122549864645,0.8467121195649683,0.8038346168045466,0.5950612446561538,0.6011616686402879,0.8044659975882616,0.7927532173232312,0.6199215933404854,0.7817535404961746,0.762506169071709,0.6225024107752161,0.5886889073255689,0.7877376057077101,0.7353112065629078,0.6733053838778422,0.7703426342624501,0.6965032335217122,0.7546268243883077,0.7808800309590158,0.6478276289833506,0.8296766735445169,0.834755870451894,0.7396451286123188,0.6972211746695419
0.7357247583619888,0.6314983829499723,0.7652120005872151,0.5442181000537926,0.3096471033386509,0.7191210657607173,0.7054817687158343,0.8590223122277111,0.7371525987185011,0.7080093120980198,0.6509884792383294,0.539876010136225,0.6804138537021931,0.4629608782252396,0.773035896703763,0.6519395610161912,0.833820332639271,0.7834537111009353,0.5516648751946792,0.5491777613979901,0.7861717019012228,0.7689103428100037,0.5813178206478793,0.7505053056954503,0.7373815031794504,0.5867283985202366,0.5687813823548832,0.7597563578539417,0.7116433881927329,0.6422087367706968,0.7483372226028364,0.674497582019208,0.7270929504417691,0.755736451123366,0.6216603429074663,0.7985440867604846,0.8142505287882201,0.7130956104361479,0.6612070476435465
0.7480711145251494,0.6144490403600296,0.7839069692265249,0.5024814277172347,0.2963234400720544,0.7266961759904133,0.6943735507282702,0.8717900007543176,0.753248182880276,0.7053575086246694,0.637146756440568,0.511687844691732,0.663445306667682,0.4226969362763887,0.7865562524623182,0.6463660599503446,0.8380555734088706,0.7907776637851409,0.519159622747904,0.5271875237524042,0.7914575819715524,0.7754633312945997,0.5538388723947221,0.7573005198731347,0.7387580383241912,0.5680422405363633,0.5330497654684921,0.7623841174518049,0.7011134843133372,0.6332808934371369,0.7487584297408358,0.6795339989493018,0.7308641520317112,0.7562273674515648,0.5979446696697844,0.8150757414004234,0.8314895861816134,0.7202724601731916,0.6506494067086711
0.7805510888875962,0.6687271293888657,0.813228383654021,0.5623766330013334,0.2952397951591605,0.7714070172501309,0.7449330123171902,0.8719664294027463,0.783919711498833,0.7458277686531423,0.6972106472564895,0.581466636768626,0.724171310740241,0.47531480164316064,0.8176520937454902,0.6930848405696262,0.8622806579119797,0.821773977472669,0.5673573134866199,0.5736663776036341,0.8229136080586154,0.8128040857485835,0.623146194677251,0.8022233818911751,0.7783703900678712,0.6259090519479049,0.6014478754202056,0.7996386484165581,0.7476113676604305,0.689977189303888,0.7755001224412665,0.7124686830372037,0.7719048849913678,0.7919730281572573,0.6542649068565872,0.8414116355879835,0.8526194505223638,0.7494999042036268,0.7025421343249874
